,Tweet Account,Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
131,@CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,Thu Mar 22 20:52:02 +0000 2018,0.7081,0.311,0.623,0.066,32
132,@CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,Thu Mar 22 00:23:38 +0000 2018,0.636,0.198,0.802,0.0,33
133,@CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,Wed Mar 21 18:00:01 +0000 2018,0.0,0.0,1.0,0.0,34
134,@CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,Tue Mar 20 20:00:01 +0000 2018,0.5106,0.142,0.858,0.0,35
135,@CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,Tue Mar 20 17:58:43 +0000 2018,0.0,0.0,1.0,0.0,36
136,@CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,Tue Mar 20 16:52:42 +0000 2018,0.5562,0.174,0.826,0.0,37
137,@CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",Tue Mar 20 16:11:00 +0000 2018,0.0,0.0,1.0,0.0,38
138,@CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",Mon Mar 19 21:02:26 +0000 2018,0.7845,0.309,0.619,0.072,39
139,@CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,Sun Mar 18 23:44:30 +0000 2018,0.0,0.0,1.0,0.0,40
140,@CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,Sun Mar 18 18:05:43 +0000 2018,0.6514,0.213,0.787,0.0,41
141,@CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",Sun Mar 18 17:09:53 +0000 2018,0.1867,0.08,0.92,0.0,42
142,@CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",Sat Mar 17 19:00:02 +0000 2018,0.0,0.0,1.0,0.0,43
143,@CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,Sat Mar 17 17:42:43 +0000 2018,0.6166,0.161,0.839,0.0,44
144,@CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,Sat Mar 17 14:00:03 +0000 2018,0.7096,0.247,0.753,0.0,45
145,@CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,Fri Mar 16 22:53:21 +0000 2018,0.296,0.104,0.896,0.0,46
146,@CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",Fri Mar 16 18:15:53 +0000 2018,0.0,0.0,1.0,0.0,47
147,@CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,Fri Mar 16 16:28:40 +0000 2018,0.6514,0.178,0.822,0.0,48
148,@CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",Thu Mar 15 17:54:06 +0000 2018,0.7088,0.237,0.763,0.0,49
149,@CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,Thu Mar 15 17:20:26 +0000 2018,-0.4939,0.077,0.766,0.157,50
150,@CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,Thu Mar 15 16:42:41 +0000 2018,0.6514,0.194,0.806,0.0,51
151,@CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,Thu Mar 15 14:32:16 +0000 2018,0.6115,0.266,0.734,0.0,52
152,@CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",Wed Mar 14 19:30:01 +0000 2018,0.6696,0.219,0.781,0.0,53
153,@CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",Tue Mar 13 18:48:52 +0000 2018,0.3612,0.143,0.857,0.0,54
154,@CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",Tue Mar 13 14:15:10 +0000 2018,0.539,0.179,0.821,0.0,55
155,@CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,Mon Mar 12 18:13:28 +0000 2018,0.2244,0.083,0.917,0.0,56
156,@CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",Mon Mar 12 01:20:43 +0000 2018,0.0,0.0,1.0,0.0,57
157,@CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,Fri Mar 09 22:48:26 +0000 2018,0.4926,0.117,0.883,0.0,58
158,@CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",Fri Mar 09 22:24:20 +0000 2018,0.1275,0.113,0.795,0.092,59
159,@CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",Fri Mar 09 21:10:21 +0000 2018,0.4215,0.177,0.823,0.0,60
160,@CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",Fri Mar 09 18:27:28 +0000 2018,0.8658,0.447,0.553,0.0,61
161,@CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,Fri Mar 09 16:02:27 +0000 2018,0.0,0.0,1.0,0.0,62
162,@CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,Thu Mar 08 18:00:49 +0000 2018,0.8625,0.336,0.664,0.0,63
163,@CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,Thu Mar 08 17:03:04 +0000 2018,0.4926,0.132,0.868,0.0,64
164,@CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",Wed Mar 07 18:39:10 +0000 2018,-0.2023,0.15,0.619,0.23,65
165,@CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",Wed Mar 07 17:06:02 +0000 2018,0.0,0.0,1.0,0.0,66
166,@CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",Tue Mar 06 18:10:59 +0000 2018,0.6705,0.244,0.756,0.0,67
167,@CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",Mon Mar 05 22:16:43 +0000 2018,0.3818,0.167,0.833,0.0,68
168,@CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.884,0.0,69
169,@CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,1.0,0.0,70
170,@CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.753,0.0,71
171,@CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.718,0.0,72
172,@CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.849,0.0,73
173,@CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.79,0.21,74
174,@CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.749,0.092,75
175,@CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.462,0.0,76
176,@CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.615,0.151,77
177,@CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.822,0.0,78
178,@CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.675,0.0,79
179,@CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.725,0.0,80
180,@CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,1.0,0.0,81
181,@CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,1.0,0.0,82
182,@CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,1.0,0.0,83
183,@CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.884,0.0,84
184,@CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.848,0.0,85
185,@CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,1.0,0.0,86
186,@CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,1.0,0.0,87
187,@CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.895,0.0,88
188,@CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.734,0.0,89
189,@CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.571,0.0,90
190,@CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.816,0.184,91
191,@CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,1.0,0.0,92
192,@CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,1.0,0.0,93
193,@CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.769,0.0,94
194,@CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0,95
195,@CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0,96
196,@CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.845,0.0,97
197,@CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,1.0,0.0,98
198,@CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,1.0,0.0,99
199,@CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.752,0.0,100
200,@CNN,"""The Chinese side has come (to Moscow) to show Americans the close ties between the armed forces of China and Russi… https://t.co/JLV0Nh9R2R",Wed Apr 04 06:52:05 +0000 2018,0.0,0.0,1.0,0.0,1
201,@CNN,A woman who injured three people in a shooting at YouTube headquarters in Northern California has been identified a… https://t.co/1JdnL7RJdO,Wed Apr 04 06:43:37 +0000 2018,-0.4019,0.0,0.863,0.137,2
202,@CNN,"Six months after hurricanes ravaged the island, Puerto Rico experienced a tourism boom this Easter https://t.co/PogKAEU1Wg",Wed Apr 04 06:31:04 +0000 2018,0.0,0.0,1.0,0.0,3
203,@CNN,Judges on the popular UK television show 'Masterchef' have sparked an international incident after they criticized… https://t.co/Qp4JI3Ws2l,Wed Apr 04 06:20:08 +0000 2018,0.4215,0.149,0.851,0.0,4
204,@CNN,President Trump's attacks on Amazon are a problem for your 401(k) https://t.co/MAR49jYFNo https://t.co/rxiucRSoNh,Wed Apr 04 06:16:02 +0000 2018,-0.5994,0.104,0.552,0.344,5
205,@CNN,"A filmmaker claims the creators of ""Stranger Things"" took the idea for the hit Netflix show from him, and he's read… https://t.co/Q2uHZbd6CG",Wed Apr 04 06:13:58 +0000 2018,0.0,0.0,1.0,0.0,6
206,@CNN,"The long list of about 1,300 Chinese products that could be subject to US tariffs is here. Key areas of focus inclu… https://t.co/5dHCkUlzgA",Wed Apr 04 06:01:06 +0000 2018,0.0,0.0,1.0,0.0,7
207,@CNN,"Unusual forms of ""nightmare"" antibiotic-resistant bacteria have been detected in 27 states, according to a CDC repo… https://t.co/snkjpbgYVr",Wed Apr 04 05:46:03 +0000 2018,0.0,0.0,1.0,0.0,8
208,@CNN,Big pharma's cash flood is drowning seniors | By Max Richtman via @CNNOpinion https://t.co/e68scWupS7 https://t.co/9rT01ANRnx,Wed Apr 04 05:31:03 +0000 2018,0.0,0.0,1.0,0.0,9
209,@CNN,The urban farms greening Paris https://t.co/O2El9ANV11 via @CNNStyle https://t.co/co0LqOgqHn,Wed Apr 04 05:16:05 +0000 2018,0.0,0.0,1.0,0.0,10
210,@CNN,President Trump on immigration: A fact check https://t.co/oHTMtmyVgF https://t.co/8WvCw0p6LK,Wed Apr 04 05:01:05 +0000 2018,0.0,0.0,1.0,0.0,11
211,@CNN,"70 cases of severe bleeding, including two deaths, have now been linked with synthetic cannabinoids -- often called… https://t.co/peAE2JSwwl",Wed Apr 04 04:46:06 +0000 2018,-0.3818,0.0,0.874,0.126,12
212,@CNN,Dozens of train cars carrying 10 million pounds of poop have been stranded in a rural Alabama rail yard for almost… https://t.co/5EiTYmAPAj,Wed Apr 04 04:31:07 +0000 2018,0.0,0.0,1.0,0.0,13
213,@CNN,"Jill McCabe, wife of fired former FBI Deputy Director Andrew McCabe, broke her silence Monday night regarding Presi… https://t.co/Cd6fhP4oeE",Wed Apr 04 04:16:06 +0000 2018,-0.7506,0.0,0.726,0.274,14
214,@CNN,"Almost 28 years after it was launched, NASA's intrepid Hubble Space Telescope has helped astronomers spot the farth… https://t.co/kICwkQGzIF",Wed Apr 04 04:01:05 +0000 2018,0.128,0.077,0.923,0.0,15
215,@CNN,"President Trump said he wants to involve the military with guarding the US southern border, but some lawmakers in C… https://t.co/ne6c6urnCP",Wed Apr 04 03:46:05 +0000 2018,0.0,0.0,1.0,0.0,16
216,@CNN,Deputy Attorney General Rod Rosenstein has picked a veteran prosecutor to help him oversee the Russia probe at the… https://t.co/4oq9WZeVIM,Wed Apr 04 03:31:05 +0000 2018,0.4019,0.13,0.87,0.0,17
217,@CNN,"RT @CNNTonight: Rep. Eric Swalwell: ""The President would best serve the country by just sitting down and coming clean with Bob Mueller. Inn…",Wed Apr 04 03:18:32 +0000 2018,0.7845,0.247,0.753,0.0,18
218,@CNN,JUST IN: The woman responsible for shooting three people at the YouTube headquarters in Northern California has bee… https://t.co/TFMoLWxYME,Wed Apr 04 03:16:53 +0000 2018,0.3182,0.113,0.887,0.0,19
219,@CNN,A Trump appointee at the Department of Defense has resigned after a CNN KFile review found that he had posted birth… https://t.co/0TWWvhscVN,Wed Apr 04 03:16:05 +0000 2018,-0.128,0.07,0.837,0.093,20
220,@CNN,"A filmmaker claims the creators of ""Stranger Things"" took the idea for the hit Netflix show from him, and he's read… https://t.co/hKagZbOaJq",Wed Apr 04 03:11:04 +0000 2018,0.0,0.0,1.0,0.0,21
221,@CNN,"""I knew what I was doing when I signed up for this."" Amanda Girdler has been a teacher in Oklahoma City for three y… https://t.co/TXd10VP9Du",Wed Apr 04 03:06:00 +0000 2018,0.0,0.0,1.0,0.0,22
222,@CNN,RT @AC360: President Trump keeps hammering Amazon. What's behind the recent Twitter tirade? @RandiKayeCNN reports https://t.co/cocCkmqddf h…,Wed Apr 04 03:03:46 +0000 2018,0.1779,0.096,0.904,0.0,23
223,@CNN,"This police officer in Chattanooga, Tennessee, took a break from hiding Easter eggs this week to bust a move with r… https://t.co/G4u9kMtM9F",Wed Apr 04 03:01:11 +0000 2018,-0.296,0.0,0.896,0.104,24
224,@CNN,"""Preposterous and disingenuous."" That's how the Washington Post is describing President Trump's insinuation that Je… https://t.co/kyXZ7dAHTS",Wed Apr 04 02:51:03 +0000 2018,0.0,0.0,1.0,0.0,25
225,@CNN,Facebook finds hundreds more accounts run by a Kremlin-linked troll group https://t.co/q78SFsLWZl https://t.co/uWQcpdRBjj,Wed Apr 04 02:46:06 +0000 2018,0.0,0.0,1.0,0.0,26
226,@CNN,Trump is on a tear about immigration. Here's what's really behind it | By Michael D'Antonio via @CNNOpinion… https://t.co/vzLB1VQRxr,Wed Apr 04 02:31:06 +0000 2018,0.0,0.0,1.0,0.0,27
227,@CNN,"A woman shot three people at YouTube HQ in Northern California and then apparently took her own life, officials say… https://t.co/6IrxOzHBnG",Wed Apr 04 02:21:54 +0000 2018,0.0,0.0,1.0,0.0,28
228,@CNN,President Trump said he'd send the military to help guard the border until his long-promised border wall is built.… https://t.co/AHxvQvpBGe,Wed Apr 04 02:16:04 +0000 2018,0.4019,0.124,0.876,0.0,29
229,@CNN,"RT @AC360: .@FareedZakaria on President Trump's unexpected announcement he would withdraw US troops from Syria: ""His words are weightless..…",Wed Apr 04 02:13:13 +0000 2018,0.0,0.0,1.0,0.0,30
230,@CNN,Trump's smearing of Jill McCabe is an outrage we can't ignore | By Jill Filipovic via @CNNOpinion… https://t.co/NtUqIu52t8,Wed Apr 04 02:01:04 +0000 2018,-0.2937,0.103,0.735,0.162,31
231,@CNN,"Obamacare sign-ups remained strong in 2018, despite the Trump administration's repeated attacks, but next year is u… https://t.co/VOZw6gNYlo",Wed Apr 04 01:51:03 +0000 2018,0.0516,0.107,0.796,0.097,32
232,@CNN,Viacom and CBS have been dancing around each other for years. Now their reunion might actually happen. https://t.co/DSEZaH7Ccy,Wed Apr 04 01:46:02 +0000 2018,0.0,0.0,1.0,0.0,33
233,@CNN,"Martin Sorrell, the CEO of the world's biggest ad agency, is under investigation over claims of ""personal misconduc… https://t.co/5vwhnvUJDh",Wed Apr 04 01:41:07 +0000 2018,0.0,0.0,1.0,0.0,34
234,@CNN,The Department of Homeland Security has confirmed that it has detected evidence of mobile snooping devices around W… https://t.co/rBezhd3umU,Wed Apr 04 01:38:14 +0000 2018,0.34,0.118,0.882,0.0,35
235,@CNN,How much is President Trump's inner circle based on good looks? CNN's Jeanne Moos reports on Trump's obsession with… https://t.co/Ya81yuIijR,Wed Apr 04 01:27:01 +0000 2018,0.128,0.124,0.773,0.103,36
236,@CNN,"""To think that after we've seen Las Vegas, Parkland, the Pulse nightclub shooting, that we would see an end to this… https://t.co/bhslkTr8Ay",Wed Apr 04 01:24:32 +0000 2018,0.0,0.0,1.0,0.0,37
237,@CNN,"As the nation remembers MLK's assassination in Memphis 50 years ago, CNN's John Blake writes that there's another l… https://t.co/f5DNAWRD2c",Wed Apr 04 01:15:32 +0000 2018,-0.5994,0.0,0.83,0.17,38
238,@CNN,Special counsel Robert Mueller has told President Trump's lawyers that the President is not currently being conside… https://t.co/hvUYRijk7X,Wed Apr 04 01:09:31 +0000 2018,0.4019,0.137,0.863,0.0,39
239,@CNN,"Fred Guttenberg, father of a Parkland shooting victim: ""To win this in the long term, we need to break the back of… https://t.co/KduBeXrekF",Wed Apr 04 01:01:14 +0000 2018,0.4019,0.147,0.772,0.081,40
240,@CNN,"For the first time in 50 years, Ambassador Andrew Young and the Rev. Jesse Jackson return together to the spot wher… https://t.co/BFiETYT9Cw",Wed Apr 04 00:51:12 +0000 2018,0.0,0.0,1.0,0.0,41
241,@CNN,"RT @OutFrontCNN: ""There has been a soft invasion of the United States,"" says former Trump campaign adviser Steve Cortes. ""It's not an army…",Wed Apr 04 00:46:31 +0000 2018,0.4215,0.118,0.882,0.0,42
242,@CNN,An aide to EPA Administrator Scott Pruitt assisted last year in a search for housing options for Pruitt and his wif… https://t.co/vc9OUBbm2Q,Wed Apr 04 00:39:56 +0000 2018,0.0,0.0,1.0,0.0,43
243,@CNN,"As questions swirled over whether or not he can hold onto his post, here's how the EPA's Scott Pruitt avoided tough… https://t.co/03oYunWZ7u",Wed Apr 04 00:35:48 +0000 2018,-0.34,0.0,0.897,0.103,44
244,@CNN,Keeping them Honest: President Trump insists nobody has been tougher on Russia than him. That would probably come a… https://t.co/UNdxuPhFOQ,Wed Apr 04 00:20:55 +0000 2018,0.6124,0.217,0.783,0.0,45
245,@CNN,"RT @OutFrontCNN: Scott Pruitt, the US Environmental Protection Agency administrator, is drawing scrutiny for his housing situation and trav…",Wed Apr 04 00:18:18 +0000 2018,0.0,0.0,1.0,0.0,46
246,@CNN,"Ratings for the first week of ""Roseanne"" tripled ABC's internal projections. Now the second week is here. Is there… https://t.co/ozvBgFsCNR",Wed Apr 04 00:17:58 +0000 2018,0.0,0.0,1.0,0.0,47
247,@CNN,"RT @OutFrontCNN: ""Donald Trump needs to call out Putin and say this behavior of yours, like trying to kill Skripal is not good."" - Steve Ha…",Wed Apr 04 00:13:56 +0000 2018,-0.4939,0.083,0.762,0.156,48
248,@CNN,"This artist has reimagined world leaders, including Donald Trump, Angela Merkel, and Bashar al-Assad, as refugees… https://t.co/KfsRMh2NHE",Wed Apr 04 00:08:21 +0000 2018,0.0,0.0,1.0,0.0,49
249,@CNN,The YouTube headquarters where a female shooter wounded three people before apparently taking her own life has more… https://t.co/G52XSQdHXm,Wed Apr 04 00:05:17 +0000 2018,0.0,0.0,1.0,0.0,50
250,@CNN,"In 1979, Jim McGinley, a teacher at Oklahoma City Public Schools, went on strike for higher pay. Almost 40 years la… https://t.co/Y2iQfHVkut",Tue Apr 03 23:55:52 +0000 2018,-0.2263,0.0,0.868,0.132,51
251,@CNN,"The FDA has issued a rare mandatory recall for all kratom products manufactured, processed, packed or held by Trian… https://t.co/K7zcVHOc20",Tue Apr 03 23:47:47 +0000 2018,0.0772,0.067,0.933,0.0,52
